DataTime,UNIQUEID,DeviceType,Company,DeviceID,Flag,FilterFlag,EvelationFlag,Satellite,Heading,Speed,EvelationUnit,Evelation,Status,Event,Longitude,Latitude,BJ-Longitude,BJ-Latitude,TimeStamp
1427817600,201503312359_126_6512_7284001,1,33010001,17367,0,0,0,0,90,0,0,50,0,4,1201766670,302933500,1201812991,302909831,1427838402
1427817600,201503312359_126_6512_7284002,1,33010001,201160,0,0,0,0,0,0,0,50,0,4,1200471500,302509650,1200519380,302486355,1427817538
1427817600,201503312359_126_6512_7284003,1,33010001,01475,0,0,0,0,260,0,0,50,0,4,1201954100,302893310,1201999877,302869299,1427817538
1427817600,201503312359_126_6512_7284004,1,33010001,25950,0,0,0,0,250,0,0,50,1,4,1201640240,302604220,1201686911,302580755,1427817538
1427817600,201503312359_126_6512_7284005,1,33010001,20841,0,0,0,0,0,0,0,50,0,4,1201692100,302456190,1201738604,302432616,1427817538
1427817600,201503312359_126_6512_7284006,1,33010001,14163,0,0,0,0,190,0,0,50,0,4,1201572950,302602160,1201619819,302578819,1427817538
1427817600,201503312359_126_6512_7284007,1,33010001,17066,0,0,0,0,0,0,0,50,0,4,1203818300,302939620,1203864243,302916894,1427817539
1427817600,201503312359_126_6512_7284008,1,33010001,,0,0,0,0,0,0,0,50,1,4,1201992000,302976150,1202037681,302952086,1427817539
1427817600,201503312359_126_6512_7284009,1,33010001,,0,0,0,0,0,0,0,50,1,4,1201466300,303274800,1201513528,303251718,1427817532
1427817600,201503312359_126_6512_7284010,1,33010001,,0,0,0,0,0,0,0,50,1,4,1204259900,302332210,1204305507,302309393,1427817539
1427817600,201503312359_126_6512_7284011,1,33010001,16887,0,0,0,0,45,43,0,50,1,4,1203538670,303128670,1203584382,303105606,1427838402
1427817600,201503312359_126_6512_7284012,1,33010001,202106,0,0,0,0,180,2,0,50,0,4,1201198700,303391650,1201246565,303368931,1427817538
1427817600,201503312359_126_6512_7284014,1,33010001,13946,0,0,0,0,10,0,0,50,1,4,1201419450,303497580,1201466822,303474605,1427817538
1427817600,201503312359_126_6512_7284015,1,33010001,,0,0,0,0,80,69,0,50,1,4,1201986600,302791710,1202032280,302767635,1427817539
1427817600,201503312359_126_6512_7284016,1,33010001,,0,0,0,0,170,20,0,50,1,4,1201422400,303154400,1201469736,303131372,1427817539
1427817600,201503312359_126_6512_7284017,1,33010001,17116,0,0,0,0,225,0,0,50,0,4,1201372670,303061170,1201420125,303038204,1427848485
1427817600,201503312359_126_6512_7284018,1,33010001,23866,0,0,0,0,90,0,0,50,0,4,1201768170,302920830,1201814485,302897156,1427847466
1427817600,201503312359_126_6512_7284019,1,33010001,,0,0,0,0,360,87,0,50,1,4,1201400150,303379670,1201447562,303356707,1427817526
1427817600,201503312359_126_6512_7284020,1,33010001,,0,0,0,0,160,1,0,50,0,4,1201576900,302431810,1201623744,302408448,1427817539
1427817600,201503312359_126_6512_7284021,1,33010001,202865,0,0,0,0,360,2,0,50,0,4,1201795400,302788580,1201841623,302764841,1427817539
