"GEO_ID","NAME","B03002_001E","B03002_001EA","B03002_001M","B03002_001MA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005EA","B03002_005M","B03002_005MA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008EA","B03002_008M","B03002_008MA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010EA","B03002_010M","B03002_010MA","B03002_011E","B03002_011EA","B03002_011M","B03002_011MA","B03002_012E","B03002_012M","B03002_012MA","B03002_012EA","B03002_013E","B03002_013EA","B03002_013M","B03002_013MA","B03002_014E","B03002_014EA","B03002_014M","B03002_014MA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017EA","B03002_017M","B03002_017MA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019EA","B03002_019M","B03002_019MA","B03002_020E","B03002_020M","B03002_020MA","B03002_020EA","B03002_021E","B03002_021M","B03002_021MA","B03002_021EA",
"1400000US06001432100","Census Tract 4321, Alameda County, California","3584","null","564","null","2886","null","574","null","1314","null","180","null","748","503","null","null","0","null","13","null","597","null","199","null","90","82","null","null","22","null","30","null","115","null","64","null","8","null","12","null","107","null","65","null","698","235","null","null","257","null","108","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","280","null","192","null","161","null","106","null","119","92","null","null","42","41","null","null",
"1400000US06001432200","Census Tract 4322, Alameda County, California","4123","null","677","null","2759","null","250","null","1175","null","162","null","752","136","null","null","16","null","17","null","552","null","170","null","24","24","null","null","12","null","22","null","228","null","129","null","27","null","41","null","201","null","117","null","1364","605","null","null","260","null","128","null","0","null","13","null","249","null","252","null","11","19","null","null","0","null","13","null","443","null","234","null","401","null","539","null","348","538","null","null","53","50","null","null",
"1400000US06001432300","Census Tract 4323, Alameda County, California","4764","null","443","null","3439","null","443","null","1161","null","287","null","513","157","null","null","0","null","13","null","1327","null","280","null","128","154","null","null","10","null","17","null","300","null","200","null","0","null","13","null","300","null","200","null","1325","209","null","null","565","null","276","null","47","null","38","null","10","null","16","null","25","27","null","null","0","null","13","null","613","null","283","null","65","null","61","null","17","20","null","null","48","54","null","null",
"1400000US06001432400","Census Tract 4324, Alameda County, California","6983","null","884","null","3853","null","574","null","1177","null","279","null","395","113","null","null","0","null","19","null","1814","null","476","null","227","196","null","null","0","null","19","null","240","null","178","null","0","null","19","null","240","null","178","null","3130","853","null","null","1990","null","654","null","43","null","71","null","57","null","62","null","0","19","null","null","0","null","19","null","822","null","687","null","218","null","202","null","0","19","null","null","218","202","null","null",
"1400000US06001432501","Census Tract 4325.01, Alameda County, California","4850","null","694","null","3652","null","619","null","950","null","261","null","283","182","null","null","5","null","10","null","2126","null","516","null","22","21","null","null","19","null","31","null","247","null","275","null","150","null","241","null","97","null","70","null","1198","261","null","null","727","null","250","null","0","null","13","null","12","null","17","null","0","13","null","null","25","null","39","null","376","null","202","null","58","null","46","null","29","34","null","null","29","32","null","null",
"1400000US06001432502","Census Tract 4325.02, Alameda County, California","5221","null","730","null","3553","null","510","null","657","null","231","null","580","271","null","null","3","null","7","null","2085","null","464","null","39","68","null","null","97","null","74","null","92","null","95","null","0","null","19","null","92","null","95","null","1668","554","null","null","594","null","248","null","59","null","72","null","0","null","19","null","15","24","null","null","0","null","19","null","623","null","459","null","377","null","293","null","264","279","null","null","113","107","null","null",
"1400000US06001432601","Census Tract 4326.01, Alameda County, California","3957","null","661","null","2988","null","701","null","1186","null","447","null","643","560","null","null","12","null","19","null","984","null","436","null","39","63","null","null","12","null","27","null","112","null","85","null","0","null","13","null","112","null","85","null","969","463","null","null","263","null","219","null","0","null","13","null","12","null","25","null","0","13","null","null","0","null","13","null","661","null","525","null","33","null","55","null","0","13","null","null","33","55","null","null",
"1400000US06001432602","Census Tract 4326.02, Alameda County, California","3409","null","490","null","2373","null","510","null","515","null","207","null","865","332","null","null","6","null","10","null","856","null","316","null","0","13","null","null","17","null","28","null","114","null","83","null","17","null","28","null","97","null","77","null","1036","299","null","null","404","null","298","null","0","null","13","null","0","null","13","null","9","16","null","null","0","null","13","null","495","null","271","null","128","null","137","null","53","84","null","null","75","87","null","null",
"1400000US06001432700","Census Tract 4327, Alameda County, California","2839","null","537","null","2471","null","502","null","1795","null","555","null","125","77","null","null","11","null","13","null","480","null","215","null","12","21","null","null","7","null","10","null","41","null","37","null","0","null","13","null","41","null","37","null","368","222","null","null","132","null","106","null","0","null","13","null","9","null","14","null","6","10","null","null","0","null","13","null","142","null","157","null","79","null","98","null","65","94","null","null","14","21","null","null",
"1400000US06001432800","Census Tract 4328, Alameda County, California","3907","null","499","null","3041","null","483","null","1251","null","304","null","362","254","null","null","5","null","9","null","1185","null","335","null","7","11","null","null","20","null","31","null","211","null","199","null","110","null","179","null","101","null","87","null","866","250","null","null","342","null","165","null","203","null","214","null","53","null","82","null","11","18","null","null","21","null","32","null","134","null","103","null","102","null","100","null","80","92","null","null","22","35","null","null",
"1400000US06001433000","Census Tract 4330, Alameda County, California","3461","null","556","null","2870","null","516","null","1244","null","359","null","279","172","null","null","0","null","13","null","1042","null","382","null","8","14","null","null","96","null","113","null","201","null","160","null","100","null","142","null","101","null","77","null","591","227","null","null","377","null","195","null","2","null","9","null","19","null","37","null","12","18","null","null","0","null","13","null","138","null","111","null","43","null","59","null","0","13","null","null","43","59","null","null",
"1400000US06001433102","Census Tract 4331.02, Alameda County, California","4536","null","806","null","3456","null","772","null","467","null","142","null","452","216","null","null","6","null","9","null","2354","null","774","null","8","16","null","null","0","null","13","null","169","null","114","null","0","null","13","null","169","null","114","null","1080","189","null","null","561","null","235","null","0","null","13","null","35","null","38","null","16","25","null","null","12","null","17","null","227","null","187","null","229","null","186","null","34","44","null","null","195","182","null","null",
"1400000US06001433103","Census Tract 4331.03, Alameda County, California","3486","null","608","null","1986","null","413","null","338","null","124","null","555","239","null","null","17","null","23","null","828","null","227","null","0","13","null","null","0","null","13","null","248","null","187","null","109","null","158","null","139","null","104","null","1500","467","null","null","830","null","372","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","513","null","358","null","157","null","153","null","106","102","null","null","51","81","null","null",
"1400000US06001433104","Census Tract 4331.04, Alameda County, California","4044","null","638","null","2568","null","452","null","913","null","199","null","713","300","null","null","25","null","17","null","608","null","396","null","0","13","null","null","0","null","13","null","309","null","175","null","0","null","13","null","309","null","175","null","1476","480","null","null","611","null","369","null","34","null","52","null","67","null","76","null","8","12","null","null","0","null","13","null","510","null","375","null","246","null","151","null","151","90","null","null","95","119","null","null",
"1400000US06001433200","Census Tract 4332, Alameda County, California","7947","null","1195","null","5345","null","831","null","1128","null","385","null","797","388","null","null","19","null","41","null","2982","null","765","null","29","32","null","null","0","null","19","null","390","null","333","null","0","null","19","null","390","null","333","null","2602","1102","null","null","536","null","213","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","1148","null","657","null","918","null","733","null","909","735","null","null","9","15","null","null",
"1400000US06001433300","Census Tract 4333, Alameda County, California","8071","null","967","null","5988","null","651","null","1852","null","357","null","13","26","null","null","0","null","19","null","3785","null","631","null","124","119","null","null","8","null","13","null","206","null","145","null","0","null","19","null","206","null","145","null","2083","689","null","null","645","null","213","null","99","null","150","null","45","null","59","null","19","31","null","null","0","null","19","null","802","null","524","null","473","null","372","null","168","177","null","null","305","327","null","null",
"1400000US06001433400","Census Tract 4334, Alameda County, California","6084","null","1028","null","5694","null","1020","null","961","null","255","null","442","286","null","null","71","null","76","null","3691","null","946","null","174","161","null","null","0","null","19","null","355","null","246","null","81","null","109","null","274","null","214","null","390","201","null","null","323","null","173","null","0","null","19","null","14","null","22","null","0","19","null","null","0","null","19","null","39","null","60","null","14","null","23","null","0","19","null","null","14","23","null","null",
"1400000US06001433500","Census Tract 4335, Alameda County, California","4671","null","517","null","3608","null","526","null","1163","null","219","null","102","100","null","null","0","null","13","null","2247","null","511","null","66","81","null","null","0","null","13","null","30","null","44","null","0","null","13","null","30","null","44","null","1063","203","null","null","336","null","187","null","9","null","14","null","0","null","13","null","158","181","null","null","0","null","13","null","500","null","184","null","60","null","64","null","28","44","null","null","32","47","null","null",
"1400000US06001433600","Census Tract 4336, Alameda County, California","5966","null","773","null","4845","null","865","null","1625","null","662","null","389","244","null","null","142","null","129","null","1861","null","660","null","370","379","null","null","0","null","19","null","458","null","288","null","0","null","19","null","458","null","288","null","1121","642","null","null","298","null","229","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","717","null","679","null","106","null","88","null","36","59","null","null","70","101","null","null",
"1400000US06001433700","Census Tract 4337, Alameda County, California","3180","null","470","null","1474","null","288","null","497","null","244","null","158","125","null","null","12","null","16","null","539","null","110","null","191","230","null","null","0","null","13","null","77","null","81","null","0","null","13","null","77","null","81","null","1706","354","null","null","598","null","339","null","0","null","13","null","0","null","13","null","48","72","null","null","0","null","13","null","851","null","287","null","209","null","220","null","190","197","null","null","19","29","null","null",
"1400000US06001433801","Census Tract 4338.01, Alameda County, California","3598","null","627","null","1799","null","472","null","189","null","105","null","478","152","null","null","4","null","7","null","1120","null","414","null","0","13","null","null","0","null","13","null","8","null","12","null","0","null","13","null","8","null","12","null","1799","455","null","null","1041","null","383","null","0","null","13","null","0","null","13","null","24","44","null","null","0","null","13","null","693","null","425","null","41","null","49","null","41","49","null","null","0","13","null","null",
"1400000US06001433802","Census Tract 4338.02, Alameda County, California","4155","null","592","null","3023","null","602","null","301","null","157","null","561","366","null","null","18","null","21","null","2045","null","570","null","0","13","null","null","0","null","13","null","98","null","116","null","0","null","13","null","98","null","116","null","1132","360","null","null","300","null","264","null","0","null","13","null","13","null","22","null","0","13","null","null","0","null","13","null","546","null","418","null","273","null","250","null","0","13","null","null","273","250","null","null",
"1400000US06001433900","Census Tract 4339, Alameda County, California","7683","null","1010","null","4170","null","589","null","755","null","382","null","1581","552","null","null","27","null","34","null","966","null","374","null","76","72","null","null","401","null","426","null","364","null","312","null","160","null","222","null","204","null","211","null","3513","925","null","null","1716","null","568","null","56","null","68","null","0","null","19","null","106","163","null","null","0","null","19","null","1355","null","676","null","280","null","182","null","204","166","null","null","76","85","null","null",
"1400000US06001434000","Census Tract 4340, Alameda County, California","5073","null","597","null","2565","null","343","null","816","null","317","null","585","268","null","null","12","null","21","null","1015","null","274","null","0","19","null","null","0","null","19","null","137","null","87","null","21","null","33","null","116","null","75","null","2508","548","null","null","1316","null","412","null","11","null","17","null","2","null","5","null","21","26","null","null","17","null","28","null","934","null","443","null","207","null","184","null","173","178","null","null","34","40","null","null",
"1400000US06001435102","Census Tract 4351.02, Alameda County, California","6391","null","788","null","4561","null","641","null","1703","null","259","null","835","339","null","null","33","null","29","null","1426","null","246","null","19","22","null","null","13","null","15","null","532","null","389","null","9","null","15","null","523","null","388","null","1830","392","null","null","842","null","269","null","0","null","19","null","15","null","18","null","4","8","null","null","0","null","19","null","767","null","306","null","202","null","127","null","18","20","null","null","184","125","null","null",
"1400000US06001435103","Census Tract 4351.03, Alameda County, California","7621","null","948","null","6704","null","897","null","2452","null","708","null","632","215","null","null","0","null","19","null","2935","null","392","null","8","13","null","null","8","null","14","null","669","null","270","null","0","null","19","null","669","null","270","null","917","311","null","null","578","null","139","null","28","null","47","null","0","null","19","null","14","22","null","null","0","null","19","null","77","null","84","null","220","null","248","null","170","232","null","null","50","88","null","null",
"1400000US06001435104","Census Tract 4351.04, Alameda County, California","5984","null","1100","null","3970","null","985","null","762","null","229","null","717","290","null","null","21","null","35","null","2113","null","961","null","30","36","null","null","75","null","88","null","252","null","125","null","0","null","19","null","252","null","125","null","2014","524","null","null","567","null","368","null","6","null","12","null","113","null","156","null","35","53","null","null","0","null","19","null","1119","null","429","null","174","null","121","null","58","57","null","null","116","117","null","null",
"1400000US06001435200","Census Tract 4352, Alameda County, California","4916","null","670","null","3567","null","557","null","1102","null","323","null","916","317","null","null","12","null","16","null","1162","null","325","null","6","10","null","null","32","null","39","null","337","null","199","null","0","null","13","null","337","null","199","null","1349","582","null","null","561","null","461","null","30","null","38","null","0","null","13","null","75","112","null","null","0","null","13","null","439","null","416","null","244","null","150","null","117","107","null","null","127","86","null","null",
"1400000US06001435300","Census Tract 4353, Alameda County, California","4943","null","480","null","3561","null","499","null","1251","null","260","null","1035","251","null","null","6","null","9","null","803","null","320","null","178","185","null","null","0","null","13","null","288","null","126","null","0","null","13","null","288","null","126","null","1382","282","null","null","521","null","236","null","73","null","64","null","0","null","13","null","0","13","null","null","0","null","13","null","637","null","219","null","151","null","98","null","84","70","null","null","67","55","null","null",
"1400000US06001435400","Census Tract 4354, Alameda County, California","4584","null","648","null","3273","null","596","null","1020","null","296","null","882","362","null","null","14","null","22","null","859","null","322","null","111","152","null","null","91","null","116","null","296","null","132","null","51","null","49","null","245","null","134","null","1311","326","null","null","714","null","259","null","8","null","19","null","0","null","13","null","9","14","null","null","0","null","13","null","460","null","373","null","120","null","84","null","62","48","null","null","58","48","null","null",
"1400000US06001435500","Census Tract 4355, Alameda County, California","4192","null","765","null","2309","null","600","null","1282","null","548","null","475","240","null","null","13","null","23","null","316","null","151","null","109","89","null","null","0","null","13","null","114","null","75","null","0","null","13","null","114","null","75","null","1883","496","null","null","564","null","275","null","82","null","93","null","45","null","47","null","0","13","null","null","0","null","13","null","1115","null","528","null","77","null","59","null","68","58","null","null","9","13","null","null",
"1400000US06001435601","Census Tract 4356.01, Alameda County, California","5346","null","775","null","2491","null","554","null","720","null","175","null","741","231","null","null","0","null","19","null","798","null","359","null","124","100","null","null","52","null","69","null","56","null","53","null","0","null","19","null","56","null","53","null","2855","595","null","null","1073","null","485","null","15","null","24","null","22","null","31","null","39","63","null","null","0","null","19","null","1527","null","561","null","179","null","139","null","154","134","null","null","25","33","null","null",
"1400000US06001435602","Census Tract 4356.02, Alameda County, California","5311","null","613","null","2208","null","459","null","1279","null","253","null","466","256","null","null","5","null","9","null","416","null","246","null","14","19","null","null","0","null","19","null","28","null","65","null","0","null","19","null","28","null","65","null","3103","513","null","null","1194","null","421","null","50","null","64","null","48","null","79","null","0","19","null","null","0","null","19","null","1237","null","479","null","574","null","347","null","436","321","null","null","138","127","null","null",
"1400000US06001435700","Census Tract 4357, Alameda County, California","5209","null","669","null","2681","null","610","null","1062","null","281","null","477","584","null","null","4","null","7","null","701","null","259","null","200","172","null","null","0","null","19","null","237","null","196","null","35","null","54","null","202","null","154","null","2528","489","null","null","1084","null","445","null","2","null","9","null","15","null","19","null","0","19","null","null","0","null","19","null","1061","null","322","null","366","null","291","null","78","63","null","null","288","288","null","null",
"1400000US06001435800","Census Tract 4358, Alameda County, California","5437","null","646","null","3129","null","568","null","1163","null","298","null","253","304","null","null","0","null","19","null","1536","null","395","null","10","19","null","null","21","null","33","null","146","null","86","null","17","null","20","null","129","null","84","null","2308","376","null","null","944","null","342","null","46","null","55","null","32","null","37","null","21","34","null","null","0","null","19","null","1066","null","462","null","199","null","150","null","136","137","null","null","63","63","null","null",
"1400000US06001435900","Census Tract 4359, Alameda County, California","5430","null","871","null","3981","null","890","null","1573","null","348","null","162","95","null","null","0","null","19","null","2073","null","854","null","58","52","null","null","25","null","29","null","90","null","70","null","0","null","19","null","90","null","70","null","1449","302","null","null","916","null","345","null","61","null","88","null","0","null","19","null","7","12","null","null","0","null","19","null","330","null","199","null","135","null","78","null","38","45","null","null","97","70","null","null",
"1400000US06001436000","Census Tract 4360, Alameda County, California","5194","null","642","null","2896","null","428","null","1507","null","299","null","14","20","null","null","29","null","27","null","1185","null","323","null","3","9","null","null","12","null","21","null","146","null","85","null","8","null","14","null","138","null","87","null","2298","454","null","null","1356","null","407","null","25","null","42","null","101","null","146","null","123","145","null","null","0","null","19","null","367","null","211","null","326","null","218","null","132","103","null","null","194","186","null","null",
"1400000US06001436100","Census Tract 4361, Alameda County, California","6187","null","918","null","3912","null","929","null","1164","null","175","null","279","158","null","null","24","null","29","null","1989","null","943","null","236","217","null","null","48","null","57","null","172","null","104","null","10","null","17","null","162","null","104","null","2275","316","null","null","1402","null","353","null","0","null","19","null","8","null","13","null","0","19","null","null","0","null","19","null","779","null","431","null","86","null","81","null","44","66","null","null","42","50","null","null",
"1400000US06001436200","Census Tract 4362, Alameda County, California","4208","null","515","null","1797","null","366","null","403","null","95","null","830","277","null","null","0","null","13","null","427","null","228","null","39","46","null","null","0","null","13","null","98","null","104","null","94","null","104","null","4","null","9","null","2411","524","null","null","934","null","408","null","21","null","45","null","7","null","13","null","39","66","null","null","0","null","13","null","1212","null","566","null","198","null","185","null","191","183","null","null","7","14","null","null",
"1400000US06001436301","Census Tract 4363.01, Alameda County, California","5449","null","1074","null","2509","null","515","null","462","null","160","null","694","278","null","null","0","null","19","null","1138","null","394","null","18","23","null","null","0","null","19","null","197","null","164","null","30","null","45","null","167","null","158","null","2940","889","null","null","1000","null","494","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","1319","null","754","null","621","null","655","null","588","650","null","null","33","54","null","null",
"1400000US06001436302","Census Tract 4363.02, Alameda County, California","3957","null","613","null","1944","null","431","null","780","null","253","null","262","173","null","null","0","null","13","null","833","null","193","null","14","31","null","null","0","null","13","null","55","null","77","null","0","null","13","null","55","null","77","null","2013","469","null","null","985","null","425","null","0","null","13","null","0","null","13","null","40","66","null","null","0","null","13","null","988","null","510","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001436402","Census Tract 4364.02, Alameda County, California","2711","null","408","null","2215","null","366","null","1008","null","134","null","515","355","null","null","0","null","13","null","543","null","138","null","0","13","null","null","16","null","30","null","133","null","102","null","0","null","13","null","133","null","102","null","496","96","null","null","256","null","114","null","0","null","13","null","10","null","18","null","0","13","null","null","0","null","13","null","104","null","70","null","126","null","101","null","30","47","null","null","96","87","null","null",
"1400000US06001436403","Census Tract 4364.03, Alameda County, California","4290","null","727","null","3116","null","531","null","1108","null","306","null","590","190","null","null","0","null","13","null","910","null","262","null","28","44","null","null","0","null","13","null","480","null","344","null","37","null","59","null","443","null","336","null","1174","575","null","null","524","null","454","null","70","null","112","null","0","null","13","null","0","13","null","null","0","null","13","null","580","null","380","null","0","null","13","null","0","13","null","null","0","13","null","null",
"1400000US06001436404","Census Tract 4364.04, Alameda County, California","3126","null","426","null","2469","null","366","null","1408","null","393","null","278","78","null","null","0","null","13","null","733","null","189","null","0","13","null","null","0","null","13","null","50","null","64","null","0","null","13","null","50","null","64","null","657","321","null","null","116","null","112","null","90","null","70","null","0","null","13","null","0","13","null","null","0","null","13","null","347","null","264","null","104","null","97","null","43","70","null","null","61","76","null","null",
"1400000US06001436500","Census Tract 4365, Alameda County, California","5246","null","648","null","2770","null","423","null","671","null","122","null","710","275","null","null","29","null","34","null","926","null","295","null","215","151","null","null","0","null","19","null","219","null","111","null","0","null","19","null","219","null","111","null","2476","546","null","null","1083","null","416","null","8","null","13","null","10","null","16","null","30","33","null","null","0","null","19","null","1115","null","439","null","230","null","247","null","200","244","null","null","30","26","null","null",
"1400000US06001436601","Census Tract 4366.01, Alameda County, California","6649","null","834","null","3054","null","536","null","810","null","206","null","524","317","null","null","0","null","19","null","1083","null","481","null","0","19","null","null","15","null","24","null","622","null","352","null","8","null","12","null","614","null","347","null","3595","678","null","null","1370","null","458","null","31","null","39","null","18","null","23","null","48","50","null","null","0","null","19","null","1560","null","484","null","568","null","465","null","504","463","null","null","64","57","null","null",
"1400000US06001436602","Census Tract 4366.02, Alameda County, California","4765","null","579","null","2716","null","452","null","613","null","178","null","587","311","null","null","0","null","13","null","1019","null","247","null","75","69","null","null","2","null","4","null","420","null","332","null","0","null","13","null","420","null","332","null","2049","401","null","null","636","null","239","null","33","null","34","null","0","null","13","null","14","23","null","null","0","null","13","null","974","null","328","null","392","null","311","null","296","278","null","null","96","116","null","null",
"1400000US06001436700","Census Tract 4367, Alameda County, California","3351","null","434","null","1683","null","281","null","661","null","217","null","335","248","null","null","0","null","13","null","571","null","217","null","14","17","null","null","0","null","13","null","102","null","71","null","0","null","13","null","102","null","71","null","1668","360","null","null","879","null","372","null","0","null","13","null","14","null","17","null","0","13","null","null","0","null","13","null","578","null","290","null","197","null","158","null","87","85","null","null","110","132","null","null",
"1400000US06001436800","Census Tract 4368, Alameda County, California","4042","null","579","null","2214","null","309","null","516","null","169","null","461","141","null","null","39","null","47","null","949","null","231","null","92","77","null","null","0","null","13","null","157","null","91","null","13","null","18","null","144","null","89","null","1828","541","null","null","304","null","140","null","0","null","13","null","42","null","67","null","0","13","null","null","0","null","13","null","1242","null","515","null","240","null","173","null","166","165","null","null","74","56","null","null",
"1400000US06001436900","Census Tract 4369, Alameda County, California","6642","null","873","null","2398","null","273","null","824","null","182","null","321","188","null","null","4","null","6","null","1000","null","230","null","85","113","null","null","0","null","19","null","164","null","116","null","29","null","47","null","135","null","103","null","4244","859","null","null","2218","null","480","null","32","null","47","null","0","null","19","null","24","38","null","null","10","null","17","null","1427","null","626","null","533","null","551","null","516","551","null","null","17","27","null","null",
"1400000US06001437000","Census Tract 4370, Alameda County, California","3535","null","544","null","2176","null","351","null","701","null","214","null","239","138","null","null","0","null","13","null","1045","null","279","null","150","160","null","null","0","null","13","null","41","null","31","null","0","null","13","null","41","null","31","null","1359","474","null","null","539","null","256","null","0","null","13","null","6","null","9","null","9","16","null","null","0","null","13","null","532","null","311","null","273","null","279","null","224","272","null","null","49","52","null","null",
"1400000US06001437101","Census Tract 4371.01, Alameda County, California","7516","null","822","null","5117","null","498","null","845","null","210","null","544","178","null","null","68","null","81","null","3049","null","474","null","329","241","null","null","13","null","21","null","269","null","210","null","17","null","19","null","252","null","209","null","2399","775","null","null","747","null","282","null","0","null","19","null","38","null","43","null","8","12","null","null","41","null","55","null","1257","null","753","null","308","null","224","null","285","221","null","null","23","26","null","null",
"1400000US06001437102","Census Tract 4371.02, Alameda County, California","4481","null","604","null","2873","null","388","null","520","null","156","null","453","250","null","null","0","null","13","null","1476","null","306","null","7","11","null","null","9","null","15","null","408","null","216","null","61","null","93","null","347","null","198","null","1608","365","null","null","330","null","186","null","0","null","13","null","23","null","31","null","24","41","null","null","44","null","69","null","836","null","378","null","351","null","217","null","119","105","null","null","232","197","null","null",
"1400000US06001437200","Census Tract 4372, Alameda County, California","8008","null","1020","null","5793","null","928","null","1011","null","154","null","595","380","null","null","55","null","53","null","3469","null","625","null","135","181","null","null","19","null","32","null","509","null","346","null","39","null","51","null","470","null","332","null","2215","611","null","null","898","null","478","null","8","null","18","null","91","null","128","null","0","19","null","null","0","null","19","null","779","null","318","null","439","null","412","null","381","404","null","null","58","74","null","null",
"1400000US06001437300","Census Tract 4373, Alameda County, California","3091","null","383","null","2140","null","325","null","502","null","197","null","401","242","null","null","12","null","18","null","1072","null","208","null","52","53","null","null","0","null","13","null","101","null","98","null","10","null","16","null","91","null","96","null","951","247","null","null","282","null","177","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","639","null","225","null","30","null","28","null","14","14","null","null","16","19","null","null",
"1400000US06001437400","Census Tract 4374, Alameda County, California","3362","null","436","null","1753","null","289","null","611","null","241","null","137","72","null","null","21","null","22","null","757","null","133","null","85","109","null","null","42","null","45","null","100","null","91","null","0","null","13","null","100","null","91","null","1609","272","null","null","449","null","139","null","0","null","13","null","110","null","133","null","37","52","null","null","0","null","13","null","648","null","202","null","365","null","252","null","316","235","null","null","49","56","null","null",
"1400000US06001437500","Census Tract 4375, Alameda County, California","4478","null","515","null","1915","null","481","null","735","null","268","null","90","73","null","null","0","null","13","null","787","null","326","null","231","209","null","null","0","null","13","null","72","null","66","null","0","null","13","null","72","null","66","null","2563","320","null","null","866","null","320","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","1447","null","405","null","250","null","203","null","167","166","null","null","83","86","null","null",
"1400000US06001437600","Census Tract 4376, Alameda County, California","3488","null","503","null","2310","null","497","null","513","null","147","null","231","113","null","null","0","null","13","null","1406","null","483","null","69","64","null","null","13","null","19","null","78","null","38","null","6","null","11","null","72","null","36","null","1178","191","null","null","447","null","166","null","0","null","13","null","22","null","28","null","4","6","null","null","0","null","13","null","583","null","229","null","122","null","96","null","112","95","null","null","10","14","null","null",
"1400000US06001437701","Census Tract 4377.01, Alameda County, California","3773","null","725","null","1744","null","633","null","412","null","229","null","438","216","null","null","21","null","35","null","780","null","565","null","20","24","null","null","0","null","13","null","73","null","80","null","27","null","46","null","46","null","63","null","2029","347","null","null","915","null","306","null","0","null","13","null","0","null","13","null","77","116","null","null","0","null","13","null","1004","null","384","null","33","null","34","null","8","13","null","null","25","32","null","null",
"1400000US06001437702","Census Tract 4377.02, Alameda County, California","3930","null","531","null","1086","null","240","null","199","null","120","null","334","211","null","null","11","null","15","null","375","null","186","null","75","82","null","null","0","null","13","null","92","null","59","null","0","null","13","null","92","null","59","null","2844","533","null","null","883","null","338","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","1493","null","382","null","468","null","493","null","409","490","null","null","59","58","null","null",
"1400000US06001437800","Census Tract 4378, Alameda County, California","5150","null","654","null","3306","null","548","null","1093","null","314","null","326","254","null","null","46","null","36","null","1573","null","362","null","150","134","null","null","0","null","19","null","118","null","138","null","16","null","25","null","102","null","136","null","1844","422","null","null","469","null","250","null","188","null","248","null","25","null","39","null","0","19","null","null","0","null","19","null","904","null","377","null","258","null","204","null","198","185","null","null","60","66","null","null",
"1400000US06001437900","Census Tract 4379, Alameda County, California","2345","null","346","null","1190","null","296","null","267","null","87","null","207","184","null","null","11","null","14","null","489","null","162","null","189","175","null","null","3","null","7","null","24","null","27","null","0","null","13","null","24","null","27","null","1155","249","null","null","284","null","158","null","0","null","13","null","72","null","116","null","0","13","null","null","0","null","13","null","733","null","221","null","66","null","44","null","37","33","null","null","29","29","null","null",
"1400000US06001438000","Census Tract 4380, Alameda County, California","3938","null","571","null","2987","null","584","null","914","null","237","null","413","231","null","null","0","null","13","null","1539","null","596","null","24","39","null","null","0","null","13","null","97","null","77","null","41","null","59","null","56","null","47","null","951","186","null","null","226","null","120","null","12","null","18","null","8","null","14","null","0","13","null","null","0","null","13","null","696","null","212","null","9","null","14","null","0","13","null","null","9","14","null","null",
"1400000US06001438100","Census Tract 4381, Alameda County, California","8447","null","1216","null","5352","null","1090","null","1191","null","318","null","496","203","null","null","31","null","39","null","3305","null","1058","null","37","47","null","null","60","null","105","null","232","null","121","null","0","null","19","null","232","null","121","null","3095","556","null","null","788","null","367","null","0","null","19","null","72","null","152","null","30","38","null","null","0","null","19","null","1813","null","603","null","392","null","320","null","274","309","null","null","118","76","null","null",
"1400000US06001438201","Census Tract 4382.01, Alameda County, California","4968","null","604","null","2154","null","393","null","345","null","142","null","327","273","null","null","0","null","13","null","1020","null","308","null","200","155","null","null","17","null","27","null","245","null","163","null","0","null","13","null","245","null","163","null","2814","611","null","null","725","null","384","null","43","null","55","null","78","null","82","null","0","13","null","null","0","null","13","null","1742","null","552","null","226","null","257","null","107","78","null","null","119","192","null","null",
"1400000US06001438203","Census Tract 4382.03, Alameda County, California","4029","null","679","null","3165","null","702","null","663","null","336","null","135","137","null","null","0","null","13","null","2101","null","635","null","187","197","null","null","0","null","13","null","79","null","47","null","13","null","20","null","66","null","45","null","864","340","null","null","174","null","183","null","7","null","16","null","19","null","31","null","0","13","null","null","0","null","13","null","605","null","303","null","59","null","60","null","59","60","null","null","0","13","null","null",
